Force (N)
-0.9122314453125
-1.02874755859375
-0.9559249877929688
-1.0141830444335938
-0.9850540161132812
-0.9850540161132812
-0.9850540161132812
-0.9413604736328125
-0.9267959594726562
-0.9996185302734375
-0.9850540161132812
-0.9850540161132812
-0.9850540161132812
-0.9996185302734375
-0.9850540161132812
-1.02874755859375
-0.9850540161132812
-0.970489501953125
-0.970489501953125
-0.9413604736328125
-1.02874755859375
-0.9850540161132812
-0.970489501953125
-0.970489501953125
-0.9850540161132812
-0.970489501953125
-0.9996185302734375
-0.9850540161132812
-0.970489501953125
-1.02874755859375
-0.9559249877929688
-0.9850540161132812
-0.9996185302734375
-0.970489501953125
-0.9559249877929688
-0.9996185302734375
-0.970489501953125
-1.0141830444335938
-0.9559249877929688
-0.970489501953125
